,0,1,2,3,4,5,6,7,8,9,10,11,12,user_id
437,1.1070745342916652,1.2822501785091733,0.5260987529505273,0.9068389700949518,3.1706704972467397,2.262446853066261,0.704614435995652,0.8248423671544606,2.0284216446330507,1.4045008720714953,-0.14570178114558496,1.0112609674137416,0.282595045151401,320
472,-0.5160185253393722,1.2151965048834594,1.2183641369872364,2.078379775913882,3.642211848052654,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,1.2846800109276628,-0.566526799003001,-0.14570178114558496,-0.35032595738467337,0.12061655108356788,325
485,4.257784591222502,-0.6623063566365308,0.9546439906875377,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,2.0642071549310077,-0.3621764637056963,-0.566526799003001,4.779812863779508,0.5573986591476032,0.43211365506017,326
28446,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.5573986591476032,-0.05382182714332933,331
492,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,-0.8041882656508116,0.08323689860637562,334
494,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,0.6139537686402193,-0.39208637550905434,-0.36429112973027644,0.7763488897850652,1.1108496258721252,-0.3621764637056963,1.1894796715906413,1.496136433829446,0.5573986591476032,0.282595045151401,337
495,-0.2773283695112784,-0.6623063566365308,0.8227839175376883,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,0.18927068111520554,-0.3621764637056963,0.5802529368948878,1.496136433829446,0.5573986591476032,1.9771392907841168,337
496,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,1.0856768800856884,0.5573986591476032,0.2078357401970165,339
497,4.257784591222502,2.690377324649166,2.602894905060655,2.078379775913882,4.847261966778878,5.108079667762509,3.000116957256875,2.3819929979506353,4.950263777047074,3.0171598756779012,0.6752173263419305,-0.35032595738467337,0.3075148134695292,340
498,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,1.9905142154774624,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,1.153642804843832,-0.14570178114558496,0.10353635088146493,0.045857246129183356,342
499,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,1.496136433829446,0.10353635088146493,0.10815666692450379,346
500,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,1.0112609674137416,0.2701351609923369,347
501,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,1.9656203785205153,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,0.9027847376161691,0.6752173263419305,0.10353635088146493,0.25767527683327285,348
502,1.8231450017759465,-0.6623063566365308,-0.6936069236855793,1.0532815708223182,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,1.0856768800856884,-1.2580505739169499,0.282595045151401,349
503,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,-0.8041882656508116,0.07077701444731153,350
507,2.730167593922703,1.3493038521348872,0.09755351521351686,-0.8504722386334435,2.227587795634912,-0.36429112973027644,-0.5866057322137856,0.4434993555309075,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,-0.35032595738467337,0.2078357401970165,351
529,1.727668939444709,-0.6623063566365308,1.745804429586634,2.078379775913882,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,1.0790710415701625,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,-0.35032595738467337,1.8027009125572195,351
534,2.0140971264384215,-0.6623063566365308,2.602894905060655,-0.0011051544147190305,1.3368985774459634,2.3718942690161167,-0.5866057322137856,1.6828641433074547,-0.3621764637056963,0.6519266703885058,-0.14570178114558496,-0.35032595738467337,1.9397596383069247,351
539,0.9161224096291902,1.1816696680706025,2.5699298867731923,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,0.2383404863644662,0.09393492820931727,-0.3621764637056963,0.938621604362978,-0.14570178114558496,-0.35032595738467337,3.2729672433267814,351
528,1.0115984719604278,0.9469818103806038,2.602894905060655,0.3796456074764333,1.1797181271773254,2.973855056740323,-0.5866057322137856,1.7146427276094174,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,-0.35032595738467337,0.5567124966508109,351
509,1.4412407524509965,2.623323651023452,0.5590637712379897,2.078379775913882,-0.39208637550905434,-0.36429112973027644,0.6328799822062389,1.6193069747035291,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,-0.35032595738467337,-0.06628171130239342,351
514,1.6321928771134715,0.44407925818774924,2.141384649036182,-0.8504722386334435,1.6512594779832392,-0.36429112973027644,0.8480833435744785,-0.636972510735826,0.859684791667441,0.6877635371353149,-0.14570178114558496,-0.35032595738467337,-0.10366136377958568,351
519,1.4889787836166153,-0.6623063566365308,2.2732447221860315,-0.8504722386334435,0.9177507100629287,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,-0.35032595738467337,0.1704560877198242,351
544,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,4.779812863779508,0.5573986591476032,0.1829159718788883,355
545,-0.5160185253393722,0.17586456368489345,-0.6936069236855793,-0.14754775514208532,-0.39208637550905434,-0.36429112973027644,1.3143572932056644,1.9688714020251195,-0.3621764637056963,0.759437270628933,1.0856768800856884,-0.35032595738467337,-0.02890205882520116,357
547,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.44043295659681786,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.9666208886331005,-0.35032595738467337,0.25767527683327285,359
546,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.6161640774696574,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.9666208886331005,-0.35032595738467337,0.24521539267420875,359
549,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.5573986591476032,0.05831713028824744,362
550,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.5573986591476032,0.07077701444731153,362
551,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,0.10815666692450379,363
552,2.0618351576040403,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,1.0112609674137416,373.04494943187166,366
865,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,1.4761746055651135,-0.14570178114558496,0.10353635088146493,0.1829159718788883,378
843,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.6161640774696574,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,0.31997469762859326,378
968,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.030393674560192287,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,0.020937477811055184,378
996,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.030393674560192287,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,0.05831713028824744,378
955,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.2647018357239783,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,0.03339736197011927,378
991,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,0.028183365730754226,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,0.045857246129183356,378
897,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,0.6139537686402193,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,0.08323689860637562,378
932,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,0.116048926167174,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,0.045857246129183356,378
923,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,0.9947045305313718,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,0.008477593651991099,378
887,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,1.5120114723119225,-0.14570178114558496,0.10353635088146493,0.19537585603795238,378
554,2.1095731887696587,0.3770255845620353,0.888713954112613,0.6139537686402193,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,0.761285198550535,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,-0.35032595738467337,-0.07874159546145751,388
553,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,0.5260882082037995,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,0.6752173263419305,-1.2580505739169499,0.15799620356076013,389
11340,4.257784591222502,2.690377324649166,2.602894905060655,2.078379775913882,1.5988659945603598,5.108079667762509,3.000116957256875,0.030377759605391772,4.950263777047074,2.9813230089310925,-0.14570178114558496,0.10353635088146493,-0.10366136377958568,405
11382,1.4889787836166153,2.656850487836309,2.602894905060655,2.078379775913882,-0.39208637550905434,2.5360653929409,2.8925152765727553,-0.636972510735826,2.187794851855634,-0.566526799003001,-0.14570178114558496,0.10353635088146493,-0.0912014796205216,405
11387,1.8231450017759465,-0.6623063566365308,2.602894905060655,0.4967996880583263,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,1.269742547381939,-0.3621764637056963,3.0171598756779012,-0.14570178114558496,0.10353635088146493,-0.06628171130239342,405
11280,1.9663590952728027,-0.6623063566365308,2.438069813623343,-0.8504722386334435,-0.39208637550905434,2.5360653929409,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,-0.05382182714332933,405
11347,4.1623085288912645,1.2487233416963164,2.602894905060655,0.6725308089311659,-0.39208637550905434,5.108079667762509,3.000116957256875,-0.636972510735826,4.950263777047074,2.9096492754374745,-0.14570178114558496,0.10353635088146493,-0.10366136377958568,405
11430,2.252787282266515,2.656850487836309,2.602894905060655,2.078379775913882,-0.39208637550905434,5.108079667762509,1.242622839416251,2.127764323534933,-0.3621764637056963,3.0171598756779012,-0.14570178114558496,0.10353635088146493,-0.10366136377958568,405
11433,3.6849282172350772,1.1481428312577455,0.39423867980067795,-0.20612479543303183,-0.39208637550905434,-0.09067258985563717,0.2383404863644662,0.6023922770407213,2.5065412663008,3.0171598756779012,-0.14570178114558496,0.10353635088146493,-0.06628171130239342,405
11310,1.7754069706103277,0.9805086471934608,2.602894905060655,2.078379775913882,-0.39208637550905434,2.4266179769910443,0.9198177973638917,-0.636972510735826,-0.3621764637056963,2.837975541943856,-0.14570178114558496,0.10353635088146493,-0.10366136377958568,405
11251,4.257784591222502,1.4498843625734583,-0.6936069236855793,-0.030393674560192287,-0.39208637550905434,-0.36429112973027644,1.0274194780480115,0.379942186926982,-0.3621764637056963,-0.566526799003001,-0.14570178114558496,0.10353635088146493,-0.10366136377958568,405
11248,2.0618351576040403,1.1146159944448886,0.4931337346630649,-0.8504722386334435,4.794868483355999,1.386867525467415,-0.5866057322137856,2.540885919460449,-0.3621764637056963,3.0171598756779012,-0.14570178114558496,0.10353635088146493,-0.10366136377958568,405
733,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,1.906595987573204,0.10353635088146493,0.045857246129183356,416
698,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,1.906595987573204,0.10353635088146493,0.03339736197011927,416
687,-0.5160185253393722,-0.6623063566365308,-0.6936069236855793,-0.8504722386334435,-0.39208637550905434,-0.36429112973027644,-0.5866057322137856,-0.636972510735826,-0.3621764637056963,-0.566526799003001,1.906595987573204,0.10353635088146493,0.07077701444731153,416
